age,taille,poids,sport_licence,niveau_etude,region,smoker,revenu_estime_mois,situation_familiale,risque_personnel,loyer_mensuel,montant_pret
74,171.6,73.5,non,bac,Bretagne,non,960,célibataire,0.84,1254.49,5851.44362809392
62,171.6,71.9,non,master,Auvergne-Rhône-Alpes,oui,2068,célibataire,0.4,5000.0,11494.51708485663
27,167.2,99.5,non,master,Normandie,non,1883,marié,0.99,668.95,22363.79674952221
43,177.9,47.9,non,doctorat,Auvergne-Rhône-Alpes,oui,1032,célibataire,0.57,5175.89104031576,500.0
20,170.4,62.7,oui,bac+2,Occitanie,oui,500,marié,0.52,5000.0,500.0
25,167.4,44.0,non,aucun,Provence-Alpes-Côte d’Azur,oui,6067,marié,0.72,5000.0,500.0
54,165.8,73.6,non,bac,Occitanie,oui,936,célibataire,0.75,10000.0,500.0
58,182.5,63.7,oui,aucun,Corse,non,4356,marié,0.55,5175.89104031576,500.0
22,171.6,86.9,oui,bac+2,Occitanie,oui,1694,marié,0.32,5000.0,500.0
56,152.7,60.1,oui,bac+2,Bretagne,non,4014,célibataire,0.59,5000.0,28883.77532030688
26,141.3,97.0,non,doctorat,Provence-Alpes-Côte d’Azur,non,2773,célibataire,0.34,10000.0,34340.56186286487
57,163.3,63.4,non,aucun,Normandie,oui,2378,divorcé,0.57,5000.0,500.0
60,160.2,82.4,oui,bac,Hauts-de-France,non,1018,veuf,0.84,5175.89104031576,11404.270021724842
25,170.6,56.9,non,aucun,Corse,oui,2428,marié,0.9,10000.0,500.0
61,178.5,68.6,non,doctorat,Normandie,oui,1485,veuf,0.58,5175.89104031576,12764.312677495178
42,149.1,94.4,oui,aucun,Corse,oui,2799,veuf,0.1,1268.81,500.0
50,160.6,81.9,non,bac+2,Bretagne,non,3507,divorcé,0.2,5000.0,14631.671584334372
49,155.3,36.9,oui,aucun,Normandie,oui,2976,marié,0.47,10000.0,1144.79204555378
42,178.3,112.4,oui,bac+2,Bretagne,non,800,célibataire,0.5,5000.0,12714.463154583776
49,179.4,94.7,oui,bac,Corse,oui,1115,divorcé,0.23,5175.89104031576,500.0
47,186.3,69.5,oui,bac,Hauts-de-France,non,2790,marié,0.77,774.56,500.0
37,168.2,64.0,non,bac,Normandie,non,1748,marié,0.51,309.76,500.0
71,171.8,71.8,non,doctorat,Bretagne,oui,1745,marié,0.11,5000.0,17548.98580208038
54,169.3,74.8,oui,bac,Corse,oui,3689,célibataire,0.35,10000.0,500.0
39,190.0,78.3,oui,bac+2,Normandie,oui,741,veuf,0.43,5175.89104031576,500.0
63,167.7,53.8,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,2211,célibataire,0.78,994.21,24085.99269449737
29,181.1,89.8,oui,master,Auvergne-Rhône-Alpes,non,2345,célibataire,0.43,10000.0,500.0
27,173.2,67.2,oui,master,Auvergne-Rhône-Alpes,non,1329,marié,0.54,5000.0,32971.019531552265
44,158.1,105.4,oui,aucun,Normandie,oui,2337,divorcé,0.45,5000.0,500.0
73,174.3,59.1,non,bac,Île-de-France,oui,1138,veuf,0.91,5175.89104031576,500.0
68,163.5,43.8,non,doctorat,Corse,non,2098,marié,0.22,10000.0,500.0
27,151.4,59.2,oui,bac,Provence-Alpes-Côte d’Azur,non,2136,veuf,0.71,5175.89104031576,9844.576348749832
60,160.3,74.6,non,master,Occitanie,non,4433,célibataire,0.62,5000.0,2185.3021177146693
21,170.1,36.3,oui,bac,Hauts-de-France,non,3134,marié,0.63,5175.89104031576,500.0
68,178.1,77.1,oui,bac,Auvergne-Rhône-Alpes,oui,2354,marié,0.11,5000.0,500.0
73,185.2,53.3,non,master,Auvergne-Rhône-Alpes,non,3726,marié,0.54,5000.0,23124.613441600934
31,174.2,78.0,oui,aucun,Auvergne-Rhône-Alpes,non,1183,veuf,0.86,5175.89104031576,11023.944251991074
46,184.9,62.8,oui,master,Occitanie,non,2370,célibataire,0.32,662.79,28715.264964945232
68,170.3,52.1,non,bac+2,Provence-Alpes-Côte d’Azur,non,2957,célibataire,0.86,10000.0,23936.298257968538
33,177.8,73.7,non,bac,Normandie,oui,3136,divorcé,0.85,10000.0,500.0
39,157.7,68.5,non,master,Corse,non,1557,marié,0.35,5175.89104031576,21346.081856415607
74,158.5,50.0,non,doctorat,Normandie,oui,500,marié,0.28,5175.89104031576,500.0
51,180.0,79.0,oui,bac,Provence-Alpes-Côte d’Azur,non,3310,divorcé,0.49,5175.89104031576,25474.75214180031
47,155.4,66.7,oui,aucun,Hauts-de-France,oui,1101,veuf,0.66,10000.0,500.0
31,189.7,107.4,non,bac,Hauts-de-France,non,719,célibataire,0.98,775.26,1922.4770726546767
34,170.7,83.4,non,aucun,Occitanie,oui,2156,marié,0.14,5175.89104031576,500.0
21,167.8,62.9,oui,master,Occitanie,non,3210,célibataire,0.92,10000.0,500.0
60,169.1,71.7,oui,master,Corse,non,4860,célibataire,0.36,5175.89104031576,34198.46154370779
34,163.0,75.9,non,bac+2,Occitanie,oui,2058,divorcé,0.24,10000.0,500.0
57,184.4,75.7,oui,aucun,Île-de-France,oui,1177,marié,0.96,1003.13,4883.301523369274
43,175.2,88.7,non,bac+2,Occitanie,oui,3704,marié,0.67,5000.0,6829.000895637623
63,174.4,72.1,oui,aucun,Bretagne,non,5495,divorcé,0.07,5175.89104031576,5180.200381058111
62,179.1,68.6,oui,master,Normandie,non,3902,marié,0.76,5175.89104031576,500.0
51,161.7,91.6,oui,bac,Provence-Alpes-Côte d’Azur,non,500,divorcé,0.7,414.03,12447.781968021338
64,169.7,62.2,non,aucun,Île-de-France,non,3184,veuf,0.52,10000.0,1746.6282465495065
64,170.4,76.1,non,aucun,Provence-Alpes-Côte d’Azur,oui,4668,marié,0.85,10000.0,12511.121908573825
53,164.4,71.2,non,aucun,Corse,oui,1774,divorcé,0.75,10000.0,500.0
47,171.9,83.2,oui,doctorat,Provence-Alpes-Côte d’Azur,non,2284,célibataire,0.86,10000.0,3747.193492032121
56,186.4,83.5,non,bac,Île-de-France,non,3192,veuf,0.64,10000.0,24640.423082447564
52,177.0,89.2,oui,bac,Île-de-France,non,1627,marié,0.19,5175.89104031576,23377.578298080574
71,166.5,59.2,oui,bac+2,Normandie,oui,3648,célibataire,0.5,1224.53,500.0
65,167.7,70.7,non,aucun,Île-de-France,non,1485,marié,0.37,5175.89104031576,500.0
40,170.9,92.0,non,bac+2,Île-de-France,oui,545,veuf,0.26,10000.0,500.0
18,174.3,84.0,non,aucun,Hauts-de-France,oui,600,marié,0.92,5175.89104031576,500.0
64,172.1,67.9,oui,aucun,Normandie,oui,3041,célibataire,0.52,1104.79,500.0
69,174.6,81.8,oui,bac,Occitanie,non,2015,veuf,0.49,5175.89104031576,19845.43016513545
68,166.9,50.0,non,aucun,Occitanie,non,4294,marié,0.55,10000.0,500.0
44,172.3,72.9,non,bac,Corse,non,654,marié,0.81,10000.0,500.0
57,174.5,53.7,oui,bac,Auvergne-Rhône-Alpes,non,500,marié,0.41,10000.0,14757.664911705866
19,171.1,63.3,non,doctorat,Occitanie,non,1941,marié,0.96,5000.0,19326.255355399957
52,155.3,82.3,non,bac,Occitanie,oui,1931,marié,0.55,5175.89104031576,4110.825075675541
37,167.0,85.8,oui,bac,Occitanie,oui,518,marié,0.52,5000.0,8192.759725892929
59,159.9,79.5,non,doctorat,Occitanie,oui,4347,divorcé,0.42,10000.0,21682.99491563499
73,168.5,58.2,oui,aucun,Normandie,oui,1402,marié,0.25,5175.89104031576,500.0
48,173.4,89.5,oui,master,Occitanie,oui,3527,marié,0.48,1710.81,19070.546404335924
26,160.9,70.2,non,bac,Auvergne-Rhône-Alpes,oui,1325,célibataire,0.99,5175.89104031576,2638.118730610513
75,164.6,41.8,non,doctorat,Hauts-de-France,oui,2724,veuf,0.2,10000.0,500.0
70,163.9,63.7,non,bac,Occitanie,oui,1361,divorcé,0.79,5000.0,500.0
48,178.4,78.6,non,master,Normandie,non,2470,marié,0.51,5175.89104031576,19737.34951476952
21,159.3,80.2,non,bac,Provence-Alpes-Côte d’Azur,oui,1733,veuf,0.5,5000.0,500.0
48,176.1,76.7,oui,bac+2,Hauts-de-France,non,1776,divorcé,0.04,5000.0,4609.975863244668
75,153.7,77.2,non,bac,Normandie,non,3009,célibataire,0.03,715.5,15272.824674220969
58,183.3,50.8,non,aucun,Provence-Alpes-Côte d’Azur,non,1531,veuf,0.64,10000.0,500.0
18,180.2,91.6,oui,bac+2,Hauts-de-France,oui,4586,marié,0.89,5175.89104031576,500.0
30,183.5,97.0,non,master,Bretagne,oui,566,célibataire,0.48,5175.89104031576,13680.655300624412
65,181.0,63.8,non,master,Normandie,oui,4115,marié,0.46,10000.0,500.0
28,159.6,64.9,oui,bac,Occitanie,non,1124,marié,0.32,5175.89104031576,13375.180376515003
18,171.8,66.3,oui,doctorat,Hauts-de-France,non,2823,marié,0.04,1828.53,658.3353088413511
73,158.6,56.3,oui,aucun,Île-de-France,oui,1676,marié,0.5,10000.0,500.0
21,166.8,84.3,non,bac,Auvergne-Rhône-Alpes,non,1641,veuf,0.31,10000.0,5403.726627173244
36,177.4,71.2,non,aucun,Hauts-de-France,non,3349,marié,0.52,5175.89104031576,4175.862106066158
62,168.5,70.3,oui,bac,Auvergne-Rhône-Alpes,oui,2987,divorcé,0.4,411.55,500.0
53,162.2,52.1,oui,bac+2,Bretagne,non,960,marié,0.84,5000.0,500.0
54,175.7,57.6,non,bac,Normandie,oui,1482,divorcé,0.34,10000.0,500.0
59,185.8,63.1,oui,bac,Île-de-France,oui,3230,célibataire,0.46,5000.0,500.0
43,171.7,102.7,oui,bac,Normandie,non,4321,divorcé,0.45,674.67,500.0
37,168.7,73.8,oui,master,Auvergne-Rhône-Alpes,non,4198,marié,0.78,492.63,32957.63444701231
42,172.9,73.7,oui,master,Occitanie,oui,4223,célibataire,0.84,804.52,500.0
39,180.5,47.5,oui,master,Occitanie,non,2164,veuf,0.49,5175.89104031576,12051.11050799259
57,163.6,104.0,non,doctorat,Hauts-de-France,non,2888,marié,0.94,725.48,23605.5805706009
35,194.9,61.1,non,master,Auvergne-Rhône-Alpes,non,1913,célibataire,0.65,5000.0,18285.96319541108
69,171.3,83.1,oui,bac,Île-de-France,non,4022,marié,0.27,10000.0,500.0
71,154.0,78.0,non,doctorat,Normandie,non,3889,veuf,0.43,10000.0,35978.5047053163
43,150.0,83.0,oui,bac+2,Occitanie,non,1569,marié,0.19,5000.0,21627.630247696
61,175.1,72.0,oui,master,Provence-Alpes-Côte d’Azur,non,3420,veuf,0.56,276.44,25417.514489799814
48,163.7,58.7,non,master,Bretagne,non,1709,veuf,0.86,1346.26,500.0
61,166.6,80.5,non,doctorat,Hauts-de-France,oui,1003,célibataire,0.22,10000.0,500.0
26,159.1,56.3,non,bac,Occitanie,non,3656,marié,0.54,5175.89104031576,500.0
64,163.8,52.0,non,master,Corse,non,1592,marié,0.41,10000.0,500.0
54,153.3,56.1,oui,bac,Normandie,non,2065,marié,0.43,10000.0,500.0
60,171.9,72.9,non,doctorat,Corse,oui,3022,divorcé,0.91,10000.0,6400.993813412489
65,174.5,49.8,non,aucun,Occitanie,non,4097,veuf,0.87,5175.89104031576,20602.89201669806
20,167.0,87.5,non,doctorat,Bretagne,non,2188,marié,0.38,1026.62,22863.24429219505
24,176.3,78.1,non,aucun,Occitanie,oui,2063,divorcé,0.71,5175.89104031576,1101.8275891366225
51,179.3,66.6,non,doctorat,Hauts-de-France,non,2410,divorcé,0.2,5000.0,23669.91261172051
25,166.9,75.8,non,aucun,Île-de-France,oui,853,divorcé,0.67,5175.89104031576,500.0
18,172.8,71.5,oui,aucun,Occitanie,non,1168,célibataire,0.47,5175.89104031576,11781.43106227698
40,168.7,67.3,non,doctorat,Occitanie,non,2142,marié,0.44,5175.89104031576,18696.90704765217
39,176.0,60.7,oui,bac,Hauts-de-France,oui,1662,marié,0.58,10000.0,500.0
71,163.5,59.9,non,bac,Hauts-de-France,non,1327,veuf,0.03,5175.89104031576,500.0
44,176.8,70.0,non,bac+2,Bretagne,oui,4548,divorcé,0.97,5000.0,20029.244606164124
36,169.8,58.0,oui,aucun,Provence-Alpes-Côte d’Azur,oui,1724,divorcé,0.97,957.6,500.0
45,136.4,69.8,non,master,Hauts-de-France,oui,4729,veuf,0.04,5175.89104031576,12054.913789351467
20,177.8,56.0,oui,doctorat,Hauts-de-France,oui,957,marié,0.47,874.67,5442.783312425752
35,165.0,52.0,non,master,Provence-Alpes-Côte d’Azur,oui,1536,marié,0.05,10000.0,500.0
74,171.9,49.3,oui,doctorat,Auvergne-Rhône-Alpes,non,2201,veuf,0.08,5175.89104031576,30584.778896363885
38,170.7,60.5,non,bac+2,Normandie,oui,3779,divorcé,0.84,10000.0,500.0
43,181.5,87.1,oui,master,Normandie,oui,2343,marié,0.85,10000.0,500.0
49,157.5,85.2,oui,bac,Normandie,oui,3034,marié,0.63,5175.89104031576,500.0
18,155.6,61.7,oui,master,Normandie,non,1128,marié,0.95,5175.89104031576,12258.01788636839
63,180.4,44.4,non,bac+2,Bretagne,oui,2371,marié,0.41,763.62,500.0
50,165.6,59.5,oui,master,Bretagne,non,1457,divorcé,0.51,5175.89104031576,22099.201417041128
21,168.5,78.2,non,bac+2,Provence-Alpes-Côte d’Azur,oui,2471,marié,0.77,5000.0,9001.48351434839
46,171.1,89.5,oui,master,Occitanie,non,3017,veuf,0.01,1106.88,3241.2446960730435
62,168.5,100.9,oui,master,Hauts-de-France,oui,2981,marié,0.31,5175.89104031576,24253.950057445407
61,167.9,94.7,non,doctorat,Occitanie,oui,2131,marié,0.9,5175.89104031576,12690.05231662844
53,168.7,91.1,oui,master,Occitanie,non,2049,veuf,0.43,518.45,500.0
53,164.6,72.7,oui,bac+2,Île-de-France,oui,1197,veuf,0.15,5000.0,500.0
37,153.6,80.1,non,doctorat,Provence-Alpes-Côte d’Azur,non,1078,marié,0.51,992.85,23561.47333992348
29,174.9,90.8,non,doctorat,Île-de-France,non,3889,veuf,0.73,10000.0,41307.68552501987
51,185.8,94.8,oui,doctorat,Provence-Alpes-Côte d’Azur,non,2867,célibataire,0.07,1033.79,19227.846904194503
22,155.2,49.2,non,doctorat,Auvergne-Rhône-Alpes,non,2738,marié,0.97,5000.0,24033.448582262525
59,164.1,84.2,oui,master,Occitanie,oui,500,veuf,0.48,662.92,13057.160491874409
30,165.3,77.6,non,bac+2,Bretagne,oui,2657,divorcé,0.19,10000.0,500.0
61,162.2,85.5,oui,master,Corse,non,2261,marié,0.82,10000.0,10850.160880862046
74,175.5,54.1,non,master,Île-de-France,oui,2054,célibataire,0.46,5000.0,500.0
71,170.7,54.0,non,bac,Occitanie,oui,2564,marié,0.78,591.88,500.0
39,165.9,68.0,non,master,Normandie,oui,500,marié,0.83,922.91,500.0
43,152.6,73.2,oui,master,Normandie,non,3379,veuf,0.79,10000.0,26199.76990412976
40,174.0,70.9,non,bac+2,Île-de-France,non,2005,divorcé,0.64,5000.0,500.0
70,186.9,52.4,oui,master,Île-de-France,non,2176,divorcé,0.67,10000.0,26871.46115245716
61,192.7,65.5,non,doctorat,Bretagne,oui,3450,veuf,0.97,10000.0,19998.63622476009
56,174.6,57.6,non,doctorat,Provence-Alpes-Côte d’Azur,non,4942,marié,0.89,5000.0,5971.974924548039
41,175.4,98.3,oui,bac+2,Corse,non,2827,divorcé,0.39,685.01,23417.683269228342
67,171.8,69.2,oui,bac,Auvergne-Rhône-Alpes,non,3129,veuf,0.85,900.06,7326.896931610929
60,149.7,80.3,oui,aucun,Corse,non,2437,marié,0.49,5000.0,7650.527493196964
41,174.9,71.8,non,doctorat,Provence-Alpes-Côte d’Azur,oui,500,marié,0.31,10000.0,11863.058148178232
18,173.3,63.5,non,aucun,Normandie,oui,1279,marié,0.6,5175.89104031576,500.0
71,157.1,78.5,non,bac,Île-de-France,non,2813,divorcé,0.78,5175.89104031576,500.0
19,180.3,65.4,non,bac+2,Auvergne-Rhône-Alpes,non,3074,marié,0.01,5000.0,19050.504015493992
31,179.3,65.7,oui,master,Auvergne-Rhône-Alpes,non,3155,marié,0.93,5000.0,24295.170374442387
64,159.3,65.7,non,doctorat,Auvergne-Rhône-Alpes,oui,4265,marié,0.33,5000.0,500.0
65,192.3,71.9,oui,bac,Occitanie,non,3535,veuf,0.59,10000.0,500.0
72,194.1,61.0,oui,aucun,Auvergne-Rhône-Alpes,non,1647,marié,0.95,5175.89104031576,3799.1230025353793
37,162.3,61.4,non,aucun,Normandie,non,1484,divorcé,0.91,5175.89104031576,6263.275235435124
62,189.2,73.7,non,bac,Provence-Alpes-Côte d’Azur,non,3309,marié,0.86,10000.0,26850.24480320494
21,162.4,67.7,non,master,Bretagne,non,1683,marié,0.75,10000.0,500.0
49,189.5,87.2,non,bac+2,Île-de-France,oui,2785,célibataire,0.29,715.92,500.0
45,171.7,51.1,oui,master,Provence-Alpes-Côte d’Azur,oui,4672,veuf,0.46,5175.89104031576,21338.37302329762
65,161.4,48.5,non,master,Bretagne,oui,2112,veuf,0.07,5175.89104031576,9420.203698085224
68,172.1,54.2,oui,doctorat,Corse,non,1971,veuf,0.21,5175.89104031576,14723.39763985941
26,162.3,73.5,oui,master,Hauts-de-France,oui,2970,marié,0.5,5175.89104031576,15958.412124272556
51,172.5,49.7,oui,bac+2,Corse,non,3402,marié,0.16,10000.0,500.0
57,160.0,46.0,non,bac,Normandie,oui,500,veuf,0.69,5000.0,500.0
68,179.8,60.8,oui,master,Occitanie,oui,800,marié,0.95,432.76,12096.78685653752
38,155.2,75.3,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,2808,divorcé,0.86,5000.0,18138.014431583997
74,162.2,79.4,oui,aucun,Provence-Alpes-Côte d’Azur,oui,4043,divorcé,0.99,5000.0,500.0
24,164.4,45.8,non,aucun,Bretagne,oui,1939,célibataire,0.22,5000.0,500.0
18,159.6,51.5,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,3310,marié,0.34,630.77,36441.03331012171
48,176.1,93.3,oui,doctorat,Hauts-de-France,non,3753,marié,0.13,611.05,31472.161704498118
28,176.0,66.2,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,2262,divorcé,0.07,5000.0,13183.032937890734
51,148.8,78.6,non,master,Corse,oui,500,célibataire,0.57,5175.89104031576,500.0
72,179.4,78.6,non,master,Normandie,non,2647,marié,0.76,5175.89104031576,10992.73363289324
41,167.6,46.8,oui,master,Occitanie,oui,2224,veuf,0.74,5000.0,21271.868308435165
19,158.9,100.0,oui,master,Corse,non,3517,célibataire,0.39,10000.0,16572.844479876498
46,171.3,56.3,non,doctorat,Île-de-France,oui,2149,veuf,0.61,720.57,22636.893572194014
34,169.4,59.4,oui,master,Occitanie,non,1652,marié,0.73,314.66,17792.208627768796
45,173.8,71.5,non,bac,Provence-Alpes-Côte d’Azur,non,1425,célibataire,0.61,5000.0,1552.9859268026923
50,157.4,80.3,non,bac+2,Normandie,oui,1733,veuf,0.56,5000.0,1824.358237042712
50,153.8,73.1,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,4261,divorcé,0.5,5000.0,21847.94074602034
18,184.7,81.2,non,bac,Bretagne,non,3791,marié,0.05,918.55,23502.361137804044
74,158.1,83.7,oui,doctorat,Provence-Alpes-Côte d’Azur,non,3924,marié,0.71,5175.89104031576,33174.122243240105
61,199.6,75.7,non,bac+2,Bretagne,oui,1963,marié,0.49,5175.89104031576,500.0
67,158.1,94.1,non,bac,Provence-Alpes-Côte d’Azur,oui,3188,marié,0.3,5000.0,1556.9859518772437
72,172.0,77.4,non,bac+2,Provence-Alpes-Côte d’Azur,non,4061,marié,0.39,5175.89104031576,20558.920850957413
23,154.1,47.1,non,master,Île-de-France,non,1142,veuf,0.95,5000.0,22656.76095500123
64,172.9,81.1,non,bac,Occitanie,non,500,célibataire,0.23,5175.89104031576,500.0
68,173.5,68.1,oui,bac,Normandie,non,3371,divorcé,0.67,10000.0,500.0
23,165.4,53.3,non,master,Hauts-de-France,non,1347,veuf,0.02,10000.0,5954.862034389213
58,173.8,53.6,oui,aucun,Auvergne-Rhône-Alpes,oui,3986,veuf,0.21,828.23,500.0
42,175.5,75.7,oui,bac,Provence-Alpes-Côte d’Azur,oui,2766,divorcé,0.12,5000.0,21162.099797317707
39,175.5,87.4,oui,aucun,Provence-Alpes-Côte d’Azur,oui,3356,veuf,0.78,5000.0,5965.370451950224
38,168.6,75.0,oui,bac,Hauts-de-France,non,2503,divorcé,0.44,10000.0,500.0
65,176.9,82.9,oui,doctorat,Île-de-France,oui,2685,célibataire,0.23,5000.0,4209.615710844418
27,155.8,76.6,non,bac+2,Normandie,oui,5381,célibataire,0.63,1169.52,500.0
33,173.2,65.8,oui,aucun,Île-de-France,oui,3832,marié,0.39,5000.0,13852.26813926438
36,168.9,86.4,non,bac,Normandie,non,3238,divorcé,0.04,10000.0,500.0
32,166.1,66.4,oui,bac,Bretagne,non,2145,divorcé,0.44,5000.0,500.0
35,183.9,64.0,oui,bac,Occitanie,non,3790,veuf,0.96,5175.89104031576,21695.10456807977
21,185.8,66.4,oui,bac,Corse,oui,3768,marié,0.58,5175.89104031576,500.0
21,178.2,61.6,non,bac,Occitanie,non,500,célibataire,0.73,552.89,500.0
27,154.7,71.5,oui,master,Hauts-de-France,non,1782,célibataire,0.11,5000.0,28637.583892009763
66,156.0,89.4,oui,bac+2,Occitanie,oui,500,marié,0.06,5000.0,500.0
75,179.6,83.6,non,aucun,Auvergne-Rhône-Alpes,oui,3535,célibataire,0.55,736.15,500.0
40,153.7,72.3,oui,bac,Île-de-France,non,3838,divorcé,0.57,5000.0,31256.232594640453
62,181.8,70.8,non,bac+2,Provence-Alpes-Côte d’Azur,oui,2066,marié,0.85,10000.0,1703.7836059881895
40,179.6,46.8,oui,aucun,Bretagne,non,786,marié,0.16,5000.0,500.0
75,175.4,78.9,non,bac,Bretagne,oui,3155,marié,0.89,5000.0,5068.55488680419
38,169.0,84.7,non,doctorat,Provence-Alpes-Côte d’Azur,oui,4519,célibataire,0.25,5175.89104031576,5595.47209257955
41,160.9,94.9,oui,bac,Auvergne-Rhône-Alpes,non,4459,marié,0.25,5175.89104031576,17855.12858304438
25,174.9,53.5,non,bac,Provence-Alpes-Côte d’Azur,oui,2019,veuf,0.55,5175.89104031576,500.0
38,163.4,64.9,non,bac+2,Occitanie,oui,3578,veuf,0.99,10000.0,500.0
42,165.2,76.5,non,doctorat,Hauts-de-France,oui,702,divorcé,0.72,5175.89104031576,500.0
33,179.0,32.5,oui,aucun,Occitanie,non,2100,célibataire,0.43,5175.89104031576,7381.8741342505855
61,175.3,87.7,oui,master,Provence-Alpes-Côte d’Azur,non,1496,célibataire,0.53,10000.0,23546.639710434807
72,183.2,84.7,oui,bac,Provence-Alpes-Côte d’Azur,non,3716,marié,0.09,5000.0,25212.21509869427
52,168.0,63.9,oui,bac+2,Auvergne-Rhône-Alpes,non,2145,célibataire,0.53,1020.24,500.0
42,156.3,38.4,oui,bac+2,Corse,non,2664,veuf,0.69,10000.0,500.0
54,176.6,81.1,oui,aucun,Normandie,oui,4484,veuf,0.35,5000.0,500.0
32,173.0,47.8,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,1678,divorcé,0.38,1115.29,27365.05223297391
23,172.1,53.0,oui,bac+2,Occitanie,oui,2263,divorcé,0.99,446.7,17294.685583928065
65,183.5,60.3,oui,bac+2,Hauts-de-France,oui,3597,célibataire,0.86,5000.0,500.0
50,178.1,48.4,non,doctorat,Auvergne-Rhône-Alpes,non,2538,célibataire,0.91,5175.89104031576,7226.282436674511
35,160.3,73.4,oui,bac+2,Auvergne-Rhône-Alpes,non,2833,veuf,0.53,5000.0,500.0
19,182.7,80.3,non,bac,Auvergne-Rhône-Alpes,non,2420,veuf,0.63,5000.0,14257.457874463968
55,180.7,53.1,non,master,Corse,non,529,veuf,0.22,5000.0,500.0
56,187.3,57.2,oui,bac,Bretagne,oui,1912,célibataire,0.79,10000.0,23981.762092706467
25,160.5,69.3,non,bac+2,Normandie,non,4646,divorcé,0.86,5175.89104031576,15791.821805884
23,172.4,49.6,non,bac+2,Provence-Alpes-Côte d’Azur,non,4249,divorcé,0.3,10000.0,500.0
24,180.4,63.4,oui,bac,Provence-Alpes-Côte d’Azur,oui,1736,célibataire,0.74,5175.89104031576,1945.7496277814469
26,172.3,76.4,oui,doctorat,Auvergne-Rhône-Alpes,oui,2720,marié,0.28,5175.89104031576,500.0
46,168.1,47.2,non,doctorat,Normandie,oui,1259,célibataire,0.83,10000.0,500.0
57,165.0,57.6,non,bac,Provence-Alpes-Côte d’Azur,non,3562,marié,0.17,5175.89104031576,24847.38732487106
75,158.9,59.6,non,master,Provence-Alpes-Côte d’Azur,oui,2818,divorcé,0.6,10000.0,10289.66110705531
48,179.8,70.3,oui,doctorat,Île-de-France,non,2636,divorcé,0.01,5175.89104031576,19550.461743679287
42,186.3,62.9,oui,master,Bretagne,oui,500,veuf,0.86,5000.0,10585.54034985775
27,157.1,59.2,non,bac,Provence-Alpes-Côte d’Azur,non,865,divorcé,0.96,529.75,500.0
55,161.1,66.0,oui,bac+2,Hauts-de-France,non,4445,marié,0.96,1013.05,23184.051482245635
21,170.3,64.6,oui,bac+2,Occitanie,non,1990,marié,0.76,10000.0,23312.94934492856
29,183.1,73.4,oui,bac+2,Auvergne-Rhône-Alpes,oui,1349,marié,0.36,5175.89104031576,500.0
47,174.4,91.6,non,doctorat,Île-de-France,non,2925,marié,0.46,10000.0,37674.50574793072
68,178.1,47.0,non,master,Auvergne-Rhône-Alpes,non,5479,veuf,0.6,5000.0,17633.34610844176
62,177.3,58.5,oui,master,Bretagne,non,2499,divorcé,0.67,5000.0,5712.803533510934
67,177.0,80.3,non,bac+2,Provence-Alpes-Côte d’Azur,oui,3337,célibataire,0.74,10000.0,500.0
43,174.4,48.4,non,doctorat,Bretagne,oui,500,divorcé,0.72,10000.0,3529.0029460491987
27,169.4,60.8,non,master,Provence-Alpes-Côte d’Azur,oui,2591,veuf,0.24,5175.89104031576,14939.174080549485
33,170.0,61.8,non,doctorat,Île-de-France,oui,1172,veuf,0.75,5000.0,22011.78602009656
64,169.6,54.1,non,bac+2,Occitanie,oui,500,marié,0.06,5000.0,500.0
39,165.5,65.0,non,doctorat,Normandie,non,3342,célibataire,0.84,10000.0,24930.776777022755
66,168.4,40.8,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,1401,marié,0.53,5000.0,500.0
25,171.6,55.0,non,master,Île-de-France,oui,2301,marié,0.61,10000.0,6479.223256645987
74,181.3,57.4,oui,aucun,Provence-Alpes-Côte d’Azur,non,729,célibataire,0.18,10000.0,500.0
62,166.3,88.2,non,master,Corse,oui,656,marié,0.29,5000.0,500.0
39,166.2,49.9,oui,master,Île-de-France,non,1548,marié,0.96,5000.0,9179.226564974446
56,181.2,92.9,non,master,Normandie,non,3053,célibataire,0.13,5000.0,25311.350885491956
53,157.6,70.6,non,doctorat,Hauts-de-France,oui,1068,marié,0.78,5000.0,500.0
47,161.4,64.0,oui,aucun,Corse,non,1928,marié,0.96,5000.0,3125.397232618021
53,171.7,97.3,non,master,Corse,oui,2859,marié,0.21,5175.89104031576,1218.4745811043474
27,179.7,72.5,non,doctorat,Bretagne,oui,1444,marié,0.47,5000.0,19796.70305155979
43,162.6,54.7,oui,master,Provence-Alpes-Côte d’Azur,non,3963,marié,0.7,5175.89104031576,39341.64651912212
56,170.7,73.5,non,bac+2,Île-de-France,oui,5112,veuf,0.68,5175.89104031576,23914.667149903056
75,182.5,93.2,non,master,Provence-Alpes-Côte d’Azur,oui,3830,veuf,0.1,1216.95,12000.236834574944
34,156.0,74.0,non,master,Auvergne-Rhône-Alpes,non,1094,célibataire,0.71,5175.89104031576,500.0
