age,taille,poids,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,risque_personnel,date_creation_compte,loyer_mensuel,montant_pret
58,164.8,56.4,oui,4,Auvergne-Rhône-Alpes,non,oui,4116,divorcé,0.08,2024-11-05,5175.89104031576,43237.44413660659
38,154.5,76.6,non,2,Occitanie,non,non,3301,,0.85,2020-11-15,987.48,500.0
47,179.7,69.7,non,4,Occitanie,oui,oui,1814,divorcé,0.77,2024-05-10,425.13,5861.601369813137
18,169.6,53.5,non,3,Hauts-de-France,oui,oui,2895,veuf,0.87,2022-09-25,497.32,3691.353682371368
44,172.3,48.9,oui,0,Auvergne-Rhône-Alpes,non,non,1134,veuf,0.93,2023-01-08,932.49,500.0
66,175.3,58.1,oui,2,Bretagne,non,oui,2461,,0.25,2024-12-21,5000.0,13321.319313721186
32,171.4,69.7,oui,3,Occitanie,oui,oui,1518,,0.17,2022-06-30,10000.0,20258.69713971608
19,175.0,54.4,non,1,Occitanie,oui,oui,2287,célibataire,0.7,2023-04-14,10000.0,500.0
48,172.6,65.5,oui,1,Hauts-de-France,oui,non,2324,,0.54,2020-11-19,5000.0,500.0
64,198.8,42.6,non,0,Normandie,non,non,2989,,0.39,2023-01-08,5175.89104031576,500.0
18,170.6,85.8,oui,3,Occitanie,non,oui,3086,divorcé,1.0,2024-03-31,5175.89104031576,31670.335398632797
26,172.9,94.5,non,1,Bretagne,oui,oui,3587,veuf,0.68,2023-05-23,10000.0,5624.842961073869
24,184.5,75.0,non,3,Normandie,oui,non,2189,célibataire,0.63,2021-05-19,10000.0,500.0
23,174.2,64.0,oui,1,Auvergne-Rhône-Alpes,non,oui,2121,célibataire,0.65,2024-05-07,10000.0,10090.280141473597
71,165.2,86.1,oui,2,Normandie,non,oui,2907,divorcé,0.64,2023-09-14,5000.0,22790.56904739361
23,169.5,62.2,oui,4,Normandie,oui,non,2968,célibataire,0.65,2023-02-17,10000.0,500.0
72,166.3,90.6,non,3,Bretagne,oui,oui,1413,,0.58,2022-07-28,873.89,8398.433450596822
43,162.2,75.5,oui,0,Île-de-France,non,oui,2512,marié,0.15,2023-05-10,10000.0,24858.58912508387
74,162.2,51.5,oui,1,Île-de-France,oui,oui,3011,,0.6,2020-06-25,10000.0,16429.714267810396
53,161.5,73.4,non,2,Normandie,non,non,2404,veuf,0.57,2020-03-29,10000.0,500.0
62,164.4,69.1,oui,0,Corse,oui,non,1296,veuf,0.6,2025-02-14,10000.0,500.0
40,176.0,88.1,non,3,Île-de-France,oui,oui,1197,veuf,0.02,2024-01-08,5000.0,12046.957747907947
29,174.9,76.3,oui,4,Provence-Alpes-Côte d’Azur,oui,oui,500,,0.45,2020-10-25,5175.89104031576,21541.000792745766
56,172.3,104.4,non,3,Occitanie,oui,oui,3542,marié,0.75,2023-08-21,5175.89104031576,21249.6816805135
67,165.2,69.0,non,0,Auvergne-Rhône-Alpes,non,oui,500,divorcé,0.2,2021-06-19,5000.0,500.0
73,179.3,65.8,oui,1,Normandie,oui,oui,2011,marié,0.62,2021-12-14,5175.89104031576,500.0
21,170.1,52.5,oui,3,Normandie,non,non,679,,0.54,2021-09-14,5000.0,500.0
30,174.1,66.6,non,4,Corse,non,non,3917,divorcé,0.91,2023-05-29,10000.0,3687.2000423902095
46,180.8,87.0,oui,3,Corse,non,non,1376,,0.62,2025-04-30,5175.89104031576,500.0
28,148.8,87.6,non,3,Corse,non,oui,3210,,0.21,2025-04-25,1019.91,9263.457047040934
71,173.0,69.8,oui,4,Auvergne-Rhône-Alpes,oui,oui,4141,marié,0.12,2023-12-30,5000.0,29714.971324441485
55,180.9,86.9,oui,2,Provence-Alpes-Côte d’Azur,non,non,2599,marié,0.96,2020-11-16,5175.89104031576,500.0
68,163.0,79.6,non,0,Normandie,non,oui,2351,,0.7,2025-04-17,10000.0,500.0
45,180.1,64.3,non,0,Auvergne-Rhône-Alpes,oui,non,1362,,0.83,2020-02-21,5175.89104031576,500.0
52,179.2,95.5,oui,4,Corse,oui,oui,3146,marié,0.27,2024-03-30,5000.0,14712.236943974063
40,169.3,39.5,non,1,Normandie,non,oui,2214,divorcé,0.21,2025-02-17,5175.89104031576,1434.4868463231576
65,177.2,90.8,oui,4,Bretagne,oui,oui,1737,divorcé,0.56,2021-06-21,5175.89104031576,24727.910347524048
19,179.2,89.5,oui,2,Provence-Alpes-Côte d’Azur,non,oui,3849,veuf,0.47,2025-03-01,716.14,38531.31065496543
74,161.4,59.2,non,4,Bretagne,non,oui,500,,1.0,2023-03-21,1579.64,18893.94049952263
37,169.3,63.2,non,2,Auvergne-Rhône-Alpes,oui,oui,2821,,0.53,2022-08-14,10000.0,10327.666763148058
39,178.4,67.2,oui,2,Bretagne,non,oui,1761,célibataire,0.59,2022-12-28,10000.0,23625.094535198965
67,168.0,72.4,non,4,Corse,oui,oui,3095,marié,0.23,2020-05-27,5175.89104031576,6704.007734065711
61,176.8,46.4,oui,2,Provence-Alpes-Côte d’Azur,oui,oui,3443,,0.83,2021-05-20,5000.0,18647.06056678005
68,160.0,67.1,non,0,Corse,non,non,2704,divorcé,0.02,2024-07-19,484.54,500.0
24,168.2,59.2,non,0,Provence-Alpes-Côte d’Azur,non,non,3334,,0.19,2021-05-17,703.82,500.0
67,192.5,68.8,non,4,Corse,oui,oui,3505,,0.74,2024-07-19,5000.0,11631.259559968592
23,185.7,92.0,non,3,Provence-Alpes-Côte d’Azur,non,oui,2093,,0.48,2021-06-27,10000.0,21984.782657532254
50,167.0,48.4,non,0,Auvergne-Rhône-Alpes,oui,oui,1647,divorcé,0.41,2021-06-13,10000.0,500.0
32,180.4,86.2,non,4,Normandie,non,oui,636,,0.07,2024-01-03,1274.01,25509.828333795755
25,168.3,31.9,non,4,Hauts-de-France,non,oui,1545,veuf,0.88,2022-02-14,656.64,20007.60148801386
27,174.2,67.4,oui,4,Hauts-de-France,oui,non,1760,marié,0.09,2022-09-04,5175.89104031576,500.0
35,172.0,80.5,non,0,Île-de-France,oui,non,6149,,0.88,2023-01-18,5000.0,500.0
73,154.9,62.9,oui,2,Auvergne-Rhône-Alpes,non,oui,625,,0.12,2024-10-20,5000.0,25669.544147114568
67,149.5,55.6,non,1,Hauts-de-France,oui,non,1713,divorcé,0.23,2023-05-23,5000.0,500.0
73,179.6,50.8,oui,0,Normandie,oui,non,4590,célibataire,0.85,2024-02-15,5000.0,500.0
26,164.3,65.4,non,1,Bretagne,oui,oui,4050,divorcé,0.87,2023-09-06,330.17,500.0
61,167.3,57.9,non,2,Île-de-France,oui,oui,2748,divorcé,0.63,2021-03-01,5000.0,9434.659540117997
69,160.0,93.4,non,0,Île-de-France,oui,oui,3818,,0.25,2024-07-16,5000.0,6310.894952435596
57,155.4,84.6,oui,3,Île-de-France,oui,oui,2388,,0.74,2023-11-03,920.1,26779.77125009917
67,173.3,58.9,oui,4,Hauts-de-France,oui,oui,500,veuf,0.94,2024-05-30,5000.0,20052.53611447455
46,168.2,101.0,oui,2,Corse,oui,oui,2302,divorcé,0.04,2020-09-24,5175.89104031576,500.0
26,145.1,42.8,non,1,Hauts-de-France,oui,oui,500,veuf,0.85,2023-07-01,10000.0,500.0
63,148.1,81.2,non,1,Occitanie,oui,oui,4769,célibataire,0.57,2021-01-25,5175.89104031576,4036.323974507442
71,159.7,73.3,non,4,Corse,oui,non,2844,célibataire,0.31,2021-04-27,498.67,500.0
73,159.7,79.4,non,4,Occitanie,non,oui,3031,,0.21,2021-02-09,5000.0,27494.043447307995
38,171.5,70.5,non,3,Auvergne-Rhône-Alpes,non,non,1969,,0.97,2022-04-02,5175.89104031576,500.0
29,180.7,90.4,oui,0,Occitanie,non,non,1515,célibataire,0.51,2023-04-10,1042.26,500.0
54,185.0,81.0,oui,2,Occitanie,non,non,2477,marié,0.98,2021-05-28,5175.89104031576,500.0
22,169.0,44.6,non,0,Auvergne-Rhône-Alpes,non,oui,2272,veuf,0.48,2021-02-13,5175.89104031576,3340.3206014360453
65,185.1,101.6,oui,3,Normandie,non,non,2844,célibataire,0.73,2022-11-01,5000.0,7918.3760303489635
46,163.3,67.7,non,3,Corse,oui,oui,2403,célibataire,0.84,2020-02-15,10000.0,4652.61609834892
42,182.3,96.2,oui,1,Provence-Alpes-Côte d’Azur,oui,oui,2096,célibataire,0.88,2020-07-20,5000.0,500.0
66,178.8,90.4,non,1,Hauts-de-France,non,oui,2170,marié,0.7,2020-11-29,5175.89104031576,2109.7498014256
53,179.2,63.3,non,4,Corse,non,oui,1615,marié,0.11,2022-10-20,5000.0,11933.705374909388
63,179.8,61.7,oui,1,Auvergne-Rhône-Alpes,oui,oui,1430,,0.83,2024-05-11,5175.89104031576,10662.337309807588
66,164.8,75.5,oui,1,Normandie,non,oui,3821,veuf,0.6,2024-09-06,5000.0,22475.791534768337
69,174.2,99.8,oui,4,Occitanie,non,oui,2004,,0.84,2021-11-16,5000.0,31746.36279552806
32,147.3,64.0,non,1,Auvergne-Rhône-Alpes,non,non,2671,célibataire,0.9,2024-04-03,5000.0,500.0
19,185.4,75.0,oui,2,Occitanie,oui,oui,3294,veuf,0.74,2022-06-17,10000.0,20083.799078767785
41,180.4,76.7,non,3,Bretagne,oui,oui,2447,divorcé,0.54,2021-05-31,5000.0,17799.342438982523
50,180.6,70.2,non,0,Bretagne,oui,non,2110,,0.76,2021-12-31,5000.0,500.0
35,180.6,86.6,oui,4,Hauts-de-France,oui,non,1163,marié,0.81,2022-10-10,1276.69,500.0
35,172.8,48.7,non,3,Normandie,non,oui,2692,veuf,0.94,2022-05-19,10000.0,23212.52965004251
40,162.3,81.8,oui,3,Île-de-France,non,non,2319,,0.19,2024-07-31,5000.0,7802.151982839824
37,177.4,95.9,non,0,Provence-Alpes-Côte d’Azur,oui,oui,1434,divorcé,0.06,2020-07-27,5000.0,2758.344639080622
47,171.3,57.8,non,0,Provence-Alpes-Côte d’Azur,non,oui,2904,marié,0.95,2024-05-08,5175.89104031576,6653.182732057208
18,153.6,81.8,oui,4,Corse,oui,oui,3558,célibataire,0.12,2025-03-10,5175.89104031576,20479.891924403964
43,184.8,80.8,non,1,Auvergne-Rhône-Alpes,non,oui,1662,célibataire,0.05,2025-02-13,1170.58,10516.072100230283
54,172.6,85.1,oui,4,Corse,non,non,2256,veuf,0.52,2020-02-13,895.01,710.9803736776076
22,167.8,80.3,oui,3,Corse,non,oui,1324,veuf,0.64,2025-05-18,5175.89104031576,13812.433639724204
46,153.2,50.6,non,4,Corse,non,oui,722,,0.53,2022-06-08,10000.0,14732.231477075533
25,173.9,41.8,oui,3,Occitanie,non,oui,4575,marié,0.66,2023-11-15,5000.0,35429.88270013368
25,190.9,73.8,non,2,Corse,oui,oui,2135,célibataire,0.17,2020-02-02,5000.0,500.0
24,168.4,59.0,oui,4,Auvergne-Rhône-Alpes,oui,non,3460,veuf,0.16,2023-11-06,5175.89104031576,2691.7497447580117
55,160.8,77.7,oui,3,Auvergne-Rhône-Alpes,non,oui,2601,célibataire,0.78,2022-11-25,10000.0,29911.72166286008
18,160.8,86.2,non,0,Normandie,oui,non,3250,veuf,0.35,2020-06-01,742.85,500.0
66,173.2,68.7,oui,4,Hauts-de-France,oui,non,1658,veuf,0.23,2023-04-06,5000.0,500.0
25,172.9,53.3,oui,0,Hauts-de-France,non,oui,3686,veuf,0.86,2022-07-12,5175.89104031576,6187.566829254596
71,179.0,63.0,non,2,Normandie,oui,non,2591,,0.16,2023-03-10,5000.0,500.0
52,183.9,96.4,non,0,Provence-Alpes-Côte d’Azur,oui,oui,3206,célibataire,0.15,2022-11-12,5000.0,3772.281134117141
47,170.7,63.8,non,1,Provence-Alpes-Côte d’Azur,non,oui,2917,veuf,0.95,2020-09-18,10000.0,22358.420336895884
36,153.7,68.2,non,1,Bretagne,non,non,2736,veuf,0.28,2022-08-19,10000.0,500.0
69,178.9,50.5,non,0,Occitanie,non,oui,2108,marié,0.83,2021-07-05,5175.89104031576,9245.067939372077
40,186.9,62.3,non,1,Île-de-France,non,non,2259,divorcé,0.65,2021-06-22,5175.89104031576,500.0
40,160.2,83.4,non,1,Hauts-de-France,oui,oui,500,,0.86,2020-11-14,10000.0,500.0
30,183.3,79.3,non,1,Auvergne-Rhône-Alpes,non,oui,1316,célibataire,0.68,2023-07-05,737.95,11205.575884144166
54,165.9,56.9,oui,2,Bretagne,non,oui,2715,,0.66,2023-12-25,5175.89104031576,31578.795246980608
73,167.9,55.9,oui,4,Auvergne-Rhône-Alpes,oui,non,2611,,0.48,2024-07-26,5175.89104031576,13080.390952444215
62,147.1,67.2,non,1,Bretagne,non,non,3457,marié,0.79,2023-12-22,5000.0,500.0
56,192.6,54.2,non,2,Corse,non,non,3587,marié,0.33,2025-02-18,956.77,500.0
18,155.3,85.3,oui,3,Île-de-France,non,non,4318,marié,0.29,2021-07-02,5175.89104031576,12444.18000177468
38,154.1,65.8,non,0,Normandie,non,non,3656,,0.95,2021-11-12,1080.03,500.0
35,162.3,83.7,oui,4,Bretagne,non,non,4543,marié,0.33,2023-12-22,5175.89104031576,24172.54524585116
22,168.5,68.4,non,0,Normandie,oui,oui,3595,veuf,0.66,2023-04-23,911.03,500.0
57,191.8,81.9,oui,2,Corse,non,non,2477,,0.81,2020-04-03,5175.89104031576,500.0
34,187.5,47.2,non,3,Hauts-de-France,non,oui,2187,célibataire,0.62,2024-01-20,515.58,19108.03741947397
70,173.1,96.6,oui,2,Provence-Alpes-Côte d’Azur,non,non,1284,,0.78,2021-02-09,460.86,2384.5536798229077
71,154.9,72.0,oui,4,Occitanie,non,non,500,,0.09,2024-08-07,333.72,500.0
24,188.0,87.5,oui,1,Occitanie,oui,non,2756,divorcé,0.22,2023-07-13,5175.89104031576,500.0
46,169.8,76.0,non,2,Normandie,oui,oui,2239,célibataire,0.88,2021-09-15,5175.89104031576,500.0
46,182.9,95.3,non,1,Corse,oui,non,2182,divorcé,0.46,2022-05-13,720.3,500.0
59,162.8,90.3,non,0,Occitanie,non,oui,2327,divorcé,0.28,2020-09-15,5175.89104031576,500.0
37,166.4,73.2,oui,1,Provence-Alpes-Côte d’Azur,oui,non,516,veuf,0.2,2021-12-23,10000.0,500.0
22,171.5,70.0,oui,3,Bretagne,non,non,2742,veuf,0.06,2025-06-04,5175.89104031576,8523.903990408196
53,166.3,49.0,non,4,Normandie,oui,oui,927,marié,0.8,2023-07-19,1536.68,4672.666816423604
69,174.0,79.2,non,3,Normandie,non,oui,731,veuf,0.89,2020-02-06,896.17,5307.985327485585
68,167.2,58.7,non,0,Occitanie,oui,oui,3026,marié,0.29,2021-08-07,5175.89104031576,500.0
70,158.1,86.9,non,0,Corse,non,oui,3168,divorcé,0.96,2024-05-13,5000.0,500.0
51,174.3,73.3,oui,2,Bretagne,non,non,3318,divorcé,0.97,2022-09-09,1318.05,500.0
59,165.8,52.8,oui,0,Occitanie,oui,oui,2150,marié,0.64,2022-02-21,10000.0,500.0
26,183.7,70.7,oui,4,Hauts-de-France,oui,non,1748,,0.69,2020-09-07,5175.89104031576,500.0
26,180.2,52.6,non,2,Provence-Alpes-Côte d’Azur,oui,non,1542,veuf,0.32,2023-12-27,5000.0,500.0
59,176.3,81.7,non,1,Bretagne,oui,non,1694,veuf,0.97,2020-10-29,5175.89104031576,500.0
54,169.3,79.3,non,3,Hauts-de-France,non,non,1830,marié,0.5,2025-01-09,5175.89104031576,500.0
48,159.4,59.3,oui,0,Île-de-France,oui,non,3843,divorcé,0.39,2024-04-11,5000.0,500.0
19,144.8,65.4,oui,3,Auvergne-Rhône-Alpes,non,non,2040,,0.55,2024-07-01,851.24,500.0
29,175.8,83.4,oui,0,Auvergne-Rhône-Alpes,oui,non,500,divorcé,0.72,2020-04-23,5175.89104031576,500.0
28,162.7,62.3,non,4,Auvergne-Rhône-Alpes,non,non,2506,célibataire,0.42,2021-05-03,5175.89104031576,500.0
27,153.2,103.4,oui,1,Hauts-de-France,non,oui,1424,marié,0.77,2023-02-26,5175.89104031576,12701.66329334586
27,157.9,58.5,oui,0,Bretagne,oui,oui,3388,divorcé,0.67,2024-05-29,10000.0,18023.92109981599
29,157.6,60.7,non,0,Occitanie,non,oui,2399,,0.88,2023-04-05,5000.0,2700.432138428677
46,156.4,64.1,oui,2,Occitanie,oui,non,3547,,0.78,2024-04-09,10000.0,500.0
62,175.1,49.1,oui,1,Bretagne,non,oui,2946,célibataire,0.75,2025-04-19,5175.89104031576,27911.64268136543
66,163.2,96.3,non,1,Corse,oui,non,1924,divorcé,0.74,2021-04-01,754.25,500.0
19,162.8,64.5,non,4,Île-de-France,non,oui,2534,,0.69,2022-08-04,10000.0,36251.98140644804
59,177.0,60.1,oui,2,Bretagne,oui,non,3709,marié,0.82,2022-04-15,10000.0,500.0
66,158.0,74.6,oui,3,Corse,oui,non,3577,divorcé,0.59,2020-03-06,5000.0,500.0
72,176.2,78.9,non,4,Auvergne-Rhône-Alpes,oui,non,1003,,0.33,2022-04-27,5175.89104031576,500.0
35,171.1,51.1,non,1,Occitanie,non,non,3905,célibataire,0.87,2025-05-15,5000.0,500.0
38,173.7,75.8,oui,1,Provence-Alpes-Côte d’Azur,oui,non,4449,,0.78,2022-09-20,1442.9,500.0
19,169.4,57.6,non,4,Hauts-de-France,non,oui,1038,veuf,0.13,2023-08-09,5175.89104031576,19095.689200236466
60,158.0,46.0,oui,4,Bretagne,non,oui,4913,,0.75,2021-02-05,988.0,53078.40376875431
37,168.1,55.2,oui,2,Corse,non,non,1878,,0.12,2023-04-22,10000.0,500.0
56,175.5,88.1,non,4,Corse,oui,oui,2465,veuf,0.39,2024-08-31,5000.0,3752.732331334095
72,163.3,43.5,non,2,Normandie,non,oui,3264,veuf,0.2,2021-08-09,5000.0,12129.644682555154
24,168.5,50.6,oui,2,Île-de-France,non,non,4282,divorcé,0.58,2020-05-29,10000.0,5908.777412452395
49,169.5,68.3,non,1,Île-de-France,non,non,1453,marié,0.17,2024-10-15,742.76,500.0
30,165.8,76.4,oui,3,Auvergne-Rhône-Alpes,oui,non,4506,,0.01,2024-01-08,10000.0,9954.387705573556
67,177.7,71.3,oui,1,Occitanie,oui,oui,1147,veuf,0.53,2024-06-29,5000.0,3350.7180556311887
64,177.3,55.3,oui,0,Île-de-France,non,non,4282,divorcé,0.52,2021-11-24,1343.71,500.0
56,160.3,68.6,non,3,Normandie,non,oui,2003,célibataire,0.8,2023-09-26,5000.0,16572.070143722067
32,161.9,63.7,non,0,Auvergne-Rhône-Alpes,oui,oui,2514,divorcé,0.26,2023-03-25,5000.0,11932.963080599528
30,166.4,78.1,non,4,Bretagne,oui,non,500,divorcé,0.08,2024-06-21,10000.0,500.0
32,181.3,41.0,oui,2,Occitanie,oui,oui,4289,célibataire,0.11,2024-02-06,5175.89104031576,25955.66267887512
28,154.5,75.8,non,0,Hauts-de-France,oui,non,1829,célibataire,0.26,2021-10-06,5000.0,500.0
72,159.3,81.5,oui,4,Île-de-France,oui,oui,2169,,0.28,2022-08-29,5175.89104031576,17270.929221085047
46,180.5,85.1,non,0,Provence-Alpes-Côte d’Azur,oui,non,3723,,0.63,2023-07-25,875.06,500.0
42,177.0,76.8,non,2,Provence-Alpes-Côte d’Azur,non,oui,2394,veuf,0.13,2023-02-02,5175.89104031576,23959.80973408805
58,165.2,83.4,oui,0,Provence-Alpes-Côte d’Azur,oui,non,2956,célibataire,0.64,2021-04-14,5000.0,500.0
75,179.0,94.1,non,0,Corse,non,non,4509,célibataire,0.2,2020-08-06,1353.01,500.0
38,155.7,76.5,oui,1,Normandie,non,oui,3805,,0.48,2022-03-23,5000.0,27995.14067176961
61,155.6,97.3,non,3,Hauts-de-France,non,oui,1651,divorcé,0.55,2021-06-02,5000.0,18336.33658243077
62,150.0,75.3,non,2,Corse,oui,non,1597,marié,0.28,2021-01-26,5175.89104031576,500.0
39,176.5,46.3,oui,1,Bretagne,non,oui,2355,marié,0.85,2021-08-16,5175.89104031576,31297.533931777554
71,181.0,69.5,oui,1,Auvergne-Rhône-Alpes,non,oui,2537,marié,0.29,2021-08-24,10000.0,12105.214143035842
65,181.3,78.6,oui,2,Provence-Alpes-Côte d’Azur,oui,oui,2923,divorcé,0.67,2024-12-01,5000.0,9990.21926296556
34,176.2,100.2,oui,4,Provence-Alpes-Côte d’Azur,oui,oui,4189,,0.1,2024-12-22,777.82,37981.27373010091
59,175.8,52.8,oui,2,Hauts-de-France,non,oui,2487,,0.5,2024-08-02,10000.0,5609.118288848591
40,167.1,68.8,non,4,Île-de-France,non,oui,3115,veuf,0.9,2024-05-03,1092.73,25817.158386516672
48,177.1,67.1,oui,2,Provence-Alpes-Côte d’Azur,non,non,3079,veuf,0.85,2022-10-26,10000.0,8441.650383698521
68,182.3,80.8,oui,2,Occitanie,non,oui,500,veuf,0.9,2021-07-09,595.65,21428.9113174765
33,179.7,59.8,oui,4,Île-de-France,non,oui,1263,divorcé,0.55,2025-01-17,10000.0,29312.28190133257
55,172.3,94.0,oui,2,Hauts-de-France,non,oui,3515,veuf,0.63,2023-02-20,10000.0,19456.80937018341
63,169.0,45.5,non,0,Occitanie,oui,oui,1760,veuf,0.25,2022-05-20,817.79,500.0
50,175.5,48.0,oui,1,Hauts-de-France,oui,oui,3263,marié,0.06,2021-03-25,5175.89104031576,500.0
36,172.6,70.1,non,0,Occitanie,oui,non,2618,veuf,0.9,2020-03-14,884.56,500.0
44,168.7,55.1,non,3,Île-de-France,oui,non,1878,célibataire,0.85,2023-04-27,5000.0,500.0
19,174.0,89.0,non,3,Île-de-France,oui,oui,2991,célibataire,0.45,2023-08-15,5000.0,16865.44998902573
30,176.5,60.4,non,0,Normandie,oui,non,2618,marié,0.05,2022-02-11,10000.0,500.0
34,170.5,49.8,non,2,Hauts-de-France,oui,non,980,marié,0.84,2023-11-18,684.1,500.0
44,169.4,68.4,non,1,Provence-Alpes-Côte d’Azur,oui,oui,3946,célibataire,0.68,2022-06-20,492.53,9789.499395251049
56,191.0,72.2,oui,0,Auvergne-Rhône-Alpes,non,oui,500,veuf,0.57,2021-10-20,5175.89104031576,1924.870725814524
38,160.3,50.6,oui,4,Provence-Alpes-Côte d’Azur,non,oui,2476,célibataire,0.34,2024-06-29,5175.89104031576,33237.51040497477
42,179.1,78.7,non,4,Normandie,oui,non,2948,veuf,0.89,2021-01-01,5175.89104031576,500.0
50,181.2,72.3,oui,2,Auvergne-Rhône-Alpes,oui,non,3582,divorcé,0.82,2024-03-12,311.92,500.0
21,175.2,82.2,non,0,Bretagne,non,oui,1171,,0.15,2021-08-07,546.39,7036.933982637373
74,174.4,52.5,oui,0,Corse,oui,non,3249,célibataire,0.17,2023-05-21,5000.0,500.0
26,173.2,71.7,non,1,Provence-Alpes-Côte d’Azur,oui,oui,3148,veuf,0.7,2024-11-01,5000.0,10601.00601090133
53,158.2,50.4,non,4,Auvergne-Rhône-Alpes,non,non,500,marié,0.0,2021-02-09,5175.89104031576,6871.1122444362445
54,167.2,43.6,non,0,Hauts-de-France,oui,oui,2548,,0.37,2022-07-16,5175.89104031576,500.0
67,156.5,53.4,non,4,Provence-Alpes-Côte d’Azur,oui,non,1964,,0.54,2022-06-28,5175.89104031576,500.0
34,151.2,67.3,oui,2,Normandie,non,non,1848,célibataire,0.03,2022-06-28,10000.0,500.0
37,183.7,55.4,oui,3,Occitanie,oui,oui,2200,marié,0.91,2022-05-06,10000.0,22103.312793101413
36,185.1,78.3,non,0,Île-de-France,non,oui,4130,veuf,0.28,2025-01-24,5175.89104031576,23800.2848639697
27,164.0,95.4,oui,4,Corse,oui,non,2560,célibataire,0.53,2021-10-18,5175.89104031576,500.0
71,185.4,62.0,non,1,Occitanie,oui,non,3791,divorcé,0.19,2022-04-12,5000.0,500.0
46,169.7,101.5,oui,2,Île-de-France,oui,oui,838,marié,0.49,2023-05-22,5000.0,11185.708320335612
39,156.2,76.8,oui,0,Provence-Alpes-Côte d’Azur,oui,non,3050,célibataire,0.21,2025-03-20,836.16,500.0
25,173.2,70.6,non,3,Occitanie,oui,oui,1892,célibataire,0.8,2024-01-13,5175.89104031576,15088.916475610826
26,169.7,76.5,oui,1,Normandie,non,non,1416,,0.82,2022-04-28,10000.0,500.0
62,164.1,57.5,non,4,Normandie,non,non,3821,,0.07,2022-07-16,5175.89104031576,4000.611212119556
40,158.9,36.2,oui,2,Auvergne-Rhône-Alpes,non,oui,3636,,0.36,2022-12-17,1031.19,25790.313875994816
28,172.7,64.4,oui,0,Corse,oui,non,3064,célibataire,0.59,2024-03-27,5175.89104031576,500.0
71,169.3,55.2,oui,4,Bretagne,oui,oui,3056,célibataire,0.92,2020-10-09,5000.0,30181.130879989247
69,170.2,68.2,oui,2,Normandie,non,non,1641,,0.7,2023-10-29,10000.0,500.0
36,171.7,79.1,oui,1,Provence-Alpes-Côte d’Azur,oui,non,4498,,0.07,2020-05-06,10000.0,500.0
26,164.7,76.7,oui,2,Provence-Alpes-Côte d’Azur,oui,oui,3848,,0.37,2025-04-11,5175.89104031576,9423.30195877417
71,183.3,61.8,oui,4,Corse,oui,oui,2189,veuf,0.27,2020-07-07,998.19,11037.325599210788
72,171.2,48.9,oui,2,Île-de-France,non,non,500,divorcé,0.67,2021-04-01,818.22,500.0
28,166.4,80.8,oui,0,Hauts-de-France,oui,oui,2193,veuf,0.56,2021-12-27,1000.85,500.0
48,152.3,49.6,non,0,Provence-Alpes-Côte d’Azur,non,non,3629,célibataire,0.1,2023-07-14,10000.0,500.0
57,171.0,57.4,oui,4,Auvergne-Rhône-Alpes,oui,non,2850,divorcé,0.51,2022-06-25,5175.89104031576,1439.6910306125149
44,161.9,70.1,non,1,Corse,non,non,500,divorcé,0.64,2022-08-26,5175.89104031576,500.0
68,158.7,57.8,non,0,Bretagne,non,oui,1254,célibataire,0.95,2024-04-05,5000.0,500.0
46,178.8,86.7,non,1,Auvergne-Rhône-Alpes,non,non,1852,veuf,0.7,2021-09-15,1148.65,500.0
66,157.6,62.0,non,3,Île-de-France,oui,non,1226,célibataire,0.8,2022-10-02,641.76,500.0
37,161.4,81.6,oui,4,Bretagne,non,oui,1050,célibataire,0.64,2020-06-21,10000.0,26368.97625190018
53,187.4,64.6,non,1,Hauts-de-France,non,oui,5020,,0.87,2021-06-13,5000.0,5105.148839307339
70,153.4,82.7,non,2,Auvergne-Rhône-Alpes,oui,non,3205,marié,0.25,2020-04-18,757.24,500.0
67,179.1,74.1,non,1,Corse,oui,oui,2025,,0.49,2020-12-09,5175.89104031576,500.0
22,167.7,73.0,oui,0,Auvergne-Rhône-Alpes,oui,oui,4389,célibataire,0.18,2025-05-07,10000.0,12451.179224418414
19,168.5,65.8,oui,1,Occitanie,oui,non,4336,marié,0.44,2022-10-06,5000.0,500.0
67,171.7,65.2,oui,3,Bretagne,non,non,1423,marié,0.83,2024-10-11,10000.0,500.0
51,186.9,57.8,oui,1,Île-de-France,oui,non,2977,marié,0.26,2020-11-27,5000.0,500.0
36,193.4,43.2,oui,4,Occitanie,non,oui,5800,divorcé,0.29,2020-04-17,1060.65,40339.694051030034
39,155.3,70.7,non,0,Auvergne-Rhône-Alpes,oui,oui,2554,veuf,0.83,2023-08-06,5175.89104031576,500.0
73,153.4,72.5,oui,1,Provence-Alpes-Côte d’Azur,non,oui,1993,veuf,0.09,2024-06-04,5175.89104031576,21231.539695160896
44,160.9,54.9,oui,4,Bretagne,oui,oui,3056,,0.94,2021-06-30,1220.23,32214.32524541761
35,174.4,87.0,oui,2,Normandie,non,oui,3393,,0.33,2023-11-24,5000.0,24163.240253384083
41,162.8,66.7,oui,0,Bretagne,non,oui,500,,0.94,2025-06-09,5000.0,9753.476558411556
64,189.1,67.8,non,3,Hauts-de-France,non,non,3498,,0.65,2023-11-08,5000.0,500.0
